CustomerID,Age,Race,Gender
Cust_80537,24,White,Male
Cust_82258,21,White,Male
Cust_39234,50,White,Male
Cust_67076,62,Black,Female
Cust_56343,30,Hispanic,Male
Cust_35626,54,Hispanic,Male
Cust_6705,31,Hispanic,Male
Cust_41636,78,Asian,Female
Cust_80938,50,White,Female
Cust_48720,31,Black,Male
Cust_2370,38,White,Male
Cust_34037,34,White,Male
Cust_80885,50,White,Male
Cust_54662,39,Hispanic,Female
Cust_79819,28,Black,Male
Cust_5871,84,Black,Female
Cust_81065,46,Hispanic,Male
Cust_89647,26,White,Female
Cust_91337,30,Black,Female
Cust_16835,74,Hispanic,Female
Cust_46801,37,White,Male
Cust_28552,34,White,Female
Cust_16652,65,White,Male
Cust_8131,64,Hispanic,Female
Cust_19538,48,White,Female
Cust_4398,25,Black,Female
Cust_41032,57,White,Male
Cust_15645,43,White,Female
Cust_54968,54,White,Female
Cust_90881,46,White,Male
Cust_48951,45,White,Female
Cust_1621,40,White,Male
Cust_99977,44,Black,Male
Cust_38129,39,Black,Male
Cust_69284,33,Black,Female
Cust_98911,55,White,Male
Cust_87120,39,White,Female
Cust_32254,84,White,Male
Cust_50822,56,Black,Male
Cust_75123,42,Hispanic,Male
Cust_22151,60,Hispanic,Female
Cust_14144,55,Hispanic,Female
Cust_4405,56,White,Male
Cust_96986,24,White,Male
Cust_62152,37,Hispanic,Female
Cust_99522,46,Black,Female
Cust_40703,29,White,Female
Cust_4424,52,Hispanic,Male
Cust_40342,28,White,Male
Cust_80326,43,White,Male
Cust_28106,40,Black,Female
Cust_10231,49,White,Male
Cust_95634,34,White,Male
Cust_97780,83,White,Female
Cust_41653,60,Hispanic,Female
Cust_29184,45,White,Male
Cust_71781,22,Hispanic,Female
Cust_37750,52,White,Male
Cust_58551,18,White,Female
Cust_49143,30,Black,Female
Cust_19234,29,Black,Male
Cust_62872,58,White,Male
Cust_95894,32,White,Male
Cust_66656,44,White,Male
Cust_24443,70,White,Female
Cust_13564,23,White,Female
Cust_46716,27,White,Male
Cust_79493,21,White,Female
Cust_2002,40,White,Female
Cust_49353,79,White,Male
Cust_65827,24,White,Female
Cust_60834,25,White,Female
Cust_74117,48,White,Male
Cust_32125,60,White,Male
Cust_47826,58,Hispanic,Male
Cust_18202,49,Asian,Female
Cust_84058,24,Hispanic,Female
Cust_36522,43,White,Male
Cust_87652,27,White,Female
Cust_56609,55,White,Female
Cust_57641,56,Black,Male
Cust_42035,38,White,Female
Cust_15154,47,White,Female
Cust_1282,32,White,Female
Cust_64700,49,Black,Male
Cust_62799,23,White,Female
Cust_37875,31,White,Male
Cust_97993,68,White,Male
Cust_60963,55,White,Male
Cust_59986,53,Black,Male
Cust_38508,40,Black,Female
Cust_6349,77,White,Female
Cust_28057,50,White,Female
Cust_25982,51,Hispanic,Female
Cust_50604,65,Hispanic,Male
Cust_58885,19,White,Male
Cust_48396,21,White,Female
Cust_77084,34,Asian,Male
Cust_67221,31,White,Female
Cust_32403,65,White,Male
Cust_71737,34,White,Female
Cust_42825,58,Hispanic,Male
Cust_41284,65,Black,Male
Cust_17752,50,Hispanic,Female
Cust_97919,45,White,Male
Cust_37169,67,White,Female
Cust_90785,31,Hispanic,Female
Cust_78262,79,Black,Male
Cust_33166,60,White,Female
Cust_28337,35,Black,Female
Cust_96644,29,Hispanic,Female
Cust_22301,51,Hispanic,Male
Cust_11771,32,White,Male
Cust_49892,25,Hispanic,Female
Cust_45785,45,White,Male
Cust_5818,73,White,Male
Cust_16126,22,White,Male
Cust_54363,69,White,Male
Cust_57089,21,White,Male
Cust_68700,62,White,Female
Cust_47957,58,White,Female
Cust_45996,25,White,Male
Cust_56364,52,White,Male
Cust_148,22,Black,Male
Cust_37046,24,White,Female
Cust_34723,25,Hispanic,Male
Cust_78859,40,White,Female
Cust_79397,44,White,Male
Cust_44437,69,Black,Male
Cust_40432,81,White,Female
Cust_40330,68,White,Male
Cust_12253,42,White,Female
Cust_44529,23,White,Female
Cust_67650,71,White,Male
Cust_63215,43,Black,Male
Cust_94204,42,White,Female
Cust_11935,28,White,Female
Cust_15149,24,White,Male
Cust_81530,18,White,Female
Cust_60222,26,Hispanic,Male
Cust_56394,21,Hispanic,Female
Cust_88874,53,White,Male
Cust_87228,31,White,Male
Cust_68070,19,Hispanic,Female
Cust_62292,45,Hispanic,Female
Cust_88528,44,Black,Female
Cust_78307,23,White,Female
Cust_78619,19,White,Male
Cust_89773,66,Hispanic,Female
Cust_43949,71,White,Male
Cust_65118,46,Asian,Male
Cust_33770,35,White,Female
Cust_83695,38,Black,Female
Cust_52043,22,White,Female
Cust_84272,21,White,Male
Cust_4150,32,White,Male
Cust_4752,66,Black,Female
Cust_41370,24,Hispanic,Male
Cust_27804,34,Hispanic,Female
Cust_58540,18,White,Female
Cust_63174,21,White,Female
Cust_49787,33,White,Female
Cust_45084,26,White,Male
Cust_3072,43,Hispanic,Male
Cust_59770,22,White,Male
Cust_95093,36,White,Male
Cust_44222,55,White,Male
Cust_55576,45,White,Female
Cust_59396,21,Hispanic,Male
Cust_26653,30,White,Female
Cust_9690,27,Hispanic,Male
Cust_66097,23,White,Female
Cust_62730,30,White,Male
Cust_52510,54,Hispanic,Male
Cust_23709,60,White,Male
Cust_28197,85,Hispanic,Female
Cust_2346,45,White,Male
Cust_47770,35,Black,Female
Cust_93948,25,White,Male
Cust_61569,36,Hispanic,Male
Cust_61709,48,White,Male
Cust_13694,57,White,Male
Cust_88480,41,White,Male
Cust_65701,34,Hispanic,Female
Cust_85042,19,White,Female
Cust_83647,46,White,Female
Cust_60383,51,White,Female
Cust_76548,23,White,Female
Cust_91503,18,Hispanic,Female
Cust_45294,19,White,Female
Cust_20682,67,Asian,Female
Cust_30280,59,White,Female
Cust_31047,18,White,Male
Cust_38818,28,White,Male
Cust_50985,60,Black,Female
Cust_94875,23,White,Male
Cust_57398,62,Hispanic,Male
Cust_81506,39,Asian,Male
Cust_69533,34,White,Female
Cust_23552,25,White,Male
Cust_14027,36,White,Male
Cust_39490,28,Black,Male
Cust_36650,30,Black,Female
Cust_13668,43,White,Male
Cust_72730,81,Hispanic,Female
Cust_80186,35,White,Male
Cust_36726,54,White,Female
Cust_92451,20,White,Female
Cust_99834,44,White,Male
Cust_28093,23,White,Female
Cust_36320,19,Hispanic,Male
Cust_15703,32,Black,Female
Cust_96994,28,Hispanic,Female
Cust_49605,60,White,Female
Cust_80558,34,Asian,Female
Cust_14735,38,Hispanic,Male
Cust_66707,35,Hispanic,Male
Cust_74681,43,White,Male
Cust_19708,37,Hispanic,Female
Cust_31698,32,Hispanic,Female
Cust_73766,38,White,Female
Cust_31796,30,White,Female
Cust_29964,49,Hispanic,Female
Cust_62212,66,White,Male
Cust_20406,73,Black,Female
Cust_54145,44,Black,Male
Cust_35299,23,White,Male
Cust_95325,20,Indigenous,Female
Cust_51750,30,White,Male
Cust_4270,25,White,Female
Cust_27196,42,White,Female
Cust_27434,31,White,Female
Cust_18793,43,White,Female
Cust_56966,74,Hispanic,Female
Cust_78195,50,White,Male
Cust_85020,43,White,Male
Cust_40317,75,Asian,Female
Cust_41855,50,White,Male
Cust_29848,57,White,Male
Cust_72617,46,White,Female
Cust_23823,36,Black,Male
Cust_89316,43,Asian,Female
Cust_54250,33,White,Female
Cust_48931,26,White,Female
Cust_4819,20,White,Male
Cust_77940,43,Asian,Male
Cust_59319,33,Black,Female
Cust_91179,32,White,Male
Cust_15273,34,Hispanic,Male
Cust_34573,39,White,Female
Cust_57684,54,White,Male
Cust_27739,22,Indigenous,Female
Cust_34258,47,White,Female
Cust_41709,20,Hispanic,Female
Cust_12408,50,White,Female
Cust_95110,62,White,Male
Cust_91366,30,White,Male
Cust_17709,42,White,Female
Cust_92780,37,White,Female
Cust_76080,51,Black,Male
Cust_60197,41,White,Female
Cust_77490,48,White,Female
Cust_92598,29,White,Female
Cust_91498,32,White,Male
Cust_38077,42,White,Female
Cust_73478,54,White,Male
Cust_42281,31,Black,Female
Cust_51247,50,Hispanic,Male
Cust_80113,27,White,Male
Cust_29969,44,White,Female
Cust_70866,33,White,Female
Cust_36931,65,Hispanic,Female
Cust_86622,21,Hispanic,Female
Cust_22259,38,White,Male
Cust_17924,50,White,Male
Cust_61054,30,White,Female
Cust_7161,29,Hispanic,Male
Cust_90194,33,Black,Male
Cust_42234,38,Hispanic,Female
Cust_27781,25,White,Male
Cust_62920,48,White,Female
Cust_35025,53,White,Male
Cust_95674,33,White,Male
Cust_17572,78,Black,Female
Cust_96390,46,White,Male
Cust_28366,30,Black,Female
Cust_41038,68,Hispanic,Female
Cust_89390,23,White,Female
Cust_5758,40,Black,Female
Cust_33636,35,Black,Male
Cust_95664,21,Indigenous,Male
Cust_67242,26,White,Male
Cust_1576,55,Indigenous,Female
Cust_15866,30,Hispanic,Male
Cust_86069,38,White,Female
Cust_21034,38,Hispanic,Female
Cust_96400,23,White,Male
Cust_54003,29,Hispanic,Female
Cust_62423,78,White,Male
Cust_96337,25,White,Male
Cust_33145,74,Hispanic,Female
Cust_41120,25,White,Female
Cust_65806,29,White,Male
Cust_41853,73,White,Female
Cust_16777,40,White,Female
Cust_40864,53,White,Female
Cust_77459,21,White,Female
Cust_66758,54,White,Male
Cust_32744,18,Hispanic,Female
Cust_2675,40,White,Male
Cust_87452,43,White,Male
Cust_66727,43,White,Male
Cust_58895,55,White,Male
Cust_26784,29,Black,Female
Cust_27896,32,Hispanic,Male
Cust_4189,56,White,Male
Cust_70856,24,Asian,Female
Cust_91584,19,Hispanic,Male
Cust_56799,40,Hispanic,Female
Cust_7305,25,Black,Female
Cust_39642,55,White,Male
Cust_56859,43,White,Female
Cust_36897,77,White,Female
Cust_55541,51,Black,Female
Cust_79374,18,White,Female
Cust_40352,59,White,Female
Cust_95656,30,White,Female
Cust_92318,19,Black,Male
Cust_38289,21,Hispanic,Male
Cust_49099,24,Asian,Male
Cust_70642,18,White,Female
Cust_64907,18,Asian,Female
Cust_70465,53,Black,Female
Cust_22122,33,Black,Female
Cust_22401,48,White,Female
Cust_1383,20,White,Female
Cust_95288,36,Hispanic,Female
Cust_97618,34,Hispanic,Male
Cust_90627,25,Hispanic,Female
Cust_30169,70,Hispanic,Male
Cust_50954,47,White,Male
Cust_52696,35,White,Male
Cust_18479,80,White,Male
Cust_32432,45,White,Female
Cust_37995,37,White,Male
Cust_2733,46,Black,Male
Cust_3426,25,Hispanic,Male
Cust_63137,31,Hispanic,Male
Cust_94746,31,White,Female
Cust_34345,28,White,Male
Cust_19487,20,White,Male
Cust_32140,31,Asian,Male
Cust_42983,55,White,Female
Cust_20505,50,Black,Female
Cust_59848,33,White,Male
Cust_51688,54,Black,Male
Cust_39991,57,White,Female
Cust_17299,59,Hispanic,Female
Cust_86319,42,White,Male
Cust_44280,38,Hispanic,Male
Cust_42523,21,White,Male
Cust_98764,25,White,Female
Cust_80504,40,Hispanic,Male
Cust_91845,22,White,Male
Cust_84854,41,White,Female
Cust_52286,51,White,Male
Cust_3658,38,White,Female
Cust_35794,76,White,Female
Cust_86538,77,White,Female
Cust_68144,39,Hispanic,Female
Cust_13116,24,Asian,Female
Cust_50788,36,Hispanic,Male
Cust_98908,50,White,Female
Cust_53706,42,Asian,Female
Cust_48744,40,White,Female
Cust_92186,45,Asian,Female
Cust_19993,38,White,Female
Cust_17257,62,White,Female
Cust_42656,50,White,Female
Cust_59738,43,White,Male
Cust_88325,28,Hispanic,Female
Cust_71708,21,White,Male
Cust_43117,59,White,Male
Cust_44666,23,White,Male
Cust_781,57,Asian,Male
Cust_22092,62,Hispanic,Female
Cust_30054,18,White,Female
Cust_57145,53,Hispanic,Female
Cust_52662,35,Asian,Female
Cust_86369,19,Hispanic,Male
Cust_66948,19,White,Female
Cust_52520,51,Hispanic,Female
Cust_54306,25,Hispanic,Male
Cust_68984,34,White,Male
Cust_37597,58,White,Female
Cust_68587,35,Hispanic,Female
Cust_30753,48,Black,Male
Cust_42568,54,Hispanic,Male
Cust_52324,24,White,Female
Cust_23131,61,Asian,Female
Cust_85514,48,White,Male
Cust_13503,54,White,Female
Cust_93022,32,Asian,Male
Cust_58322,43,Hispanic,Male
Cust_37726,18,White,Female
Cust_41527,25,Black,Male
Cust_32770,84,Black,Female
Cust_65100,59,White,Male
Cust_20643,66,White,Female
Cust_90378,42,White,Male
Cust_55285,31,White,Female
Cust_54221,33,Black,Female
Cust_98241,24,White,Male
Cust_15653,28,White,Male
Cust_18095,55,Hispanic,Female
Cust_30674,30,White,Male
Cust_66740,34,Hispanic,Female
Cust_78633,32,White,Female
Cust_68678,28,White,Male
Cust_76455,21,White,Male
Cust_20231,47,Hispanic,Female
Cust_75559,50,White,Male
Cust_45983,74,Black,Female
Cust_56629,55,White,Male
Cust_18677,42,White,Male
Cust_23251,35,Hispanic,Male
Cust_53295,59,Hispanic,Male
Cust_93829,50,White,Female
Cust_40983,27,Hispanic,Female
Cust_3913,29,Black,Male
Cust_35451,26,White,Male
Cust_11893,52,White,Female
Cust_82850,35,Hispanic,Male
Cust_24972,27,White,Male
Cust_45700,25,White,Male
Cust_89228,22,White,Male
Cust_72930,29,White,Female
Cust_74866,45,Hispanic,Female
Cust_61142,18,Hispanic,Female
Cust_28904,29,White,Female
Cust_13739,25,Hispanic,Female
Cust_55190,33,White,Female
Cust_96619,61,Hispanic,Male
Cust_20845,28,Hispanic,Male
Cust_68664,64,Hispanic,Female
Cust_65450,70,White,Female
Cust_82571,37,White,Male
Cust_95322,71,White,Male
Cust_64882,40,Asian,Female
Cust_70833,53,White,Female
Cust_92202,26,White,Female
Cust_29336,41,White,Female
Cust_84757,32,White,Male
Cust_49122,20,White,Female
Cust_12617,34,Hispanic,Female
Cust_70772,39,Hispanic,Male
Cust_74928,66,White,Female
Cust_85033,41,White,Male
Cust_56628,68,White,Male
Cust_80646,27,Hispanic,Male
Cust_45216,22,White,Female
Cust_25013,68,Asian,Female
Cust_30785,31,White,Male
Cust_35009,19,Black,Female
Cust_47332,48,White,Female
Cust_80831,62,White,Male
Cust_45338,44,White,Female
Cust_29619,34,White,Male
Cust_13844,32,Asian,Male
Cust_89412,25,Hispanic,Male
Cust_20929,20,White,Male
Cust_35072,33,White,Male
Cust_69843,56,White,Female
Cust_59569,30,White,Female
Cust_76106,24,Asian,Male
Cust_87755,22,White,Male
Cust_27939,47,Hispanic,Male
Cust_92223,43,White,Female
Cust_16022,34,White,Male
Cust_82158,28,White,Male
Cust_40757,70,Hispanic,Female
Cust_29380,34,Black,Female
Cust_68416,59,Black,Male
Cust_28167,36,Asian,Female
Cust_60833,47,Asian,Female
Cust_5621,28,White,Male
Cust_41541,26,White,Male
Cust_12169,25,White,Female
Cust_3745,58,Asian,Male
Cust_64227,30,White,Male
Cust_92476,23,White,Female
Cust_49942,39,White,Female
Cust_57363,63,Hispanic,Male
Cust_66404,27,White,Female
Cust_40393,72,Asian,Female
Cust_79168,39,White,Male
Cust_88957,31,Black,Female
Cust_65500,32,White,Male
Cust_93266,74,Asian,Female
Cust_12180,25,White,Female
Cust_73441,24,White,Male
Cust_33042,48,White,Female
Cust_61114,45,Black,Male
Cust_38870,36,White,Male
Cust_56084,64,Hispanic,Male
Cust_215,42,White,Male
Cust_6470,25,Asian,Male
Cust_73542,36,Black,Female
Cust_60679,66,White,Female
Cust_69848,47,Hispanic,Male
Cust_18329,34,Hispanic,Female
Cust_99167,41,White,Female
Cust_66263,47,Hispanic,Male
Cust_77703,56,White,Female
Cust_82777,28,White,Male
Cust_40029,21,White,Male
Cust_28381,52,White,Female
Cust_28452,54,White,Female
Cust_16103,79,White,Male
Cust_21500,21,Hispanic,Female
Cust_93845,71,Hispanic,Female
Cust_80926,34,White,Male
Cust_94645,21,White,Female
Cust_22724,55,Hispanic,Female
Cust_15458,20,White,Female
Cust_63456,29,White,Male
Cust_82127,33,Asian,Female
Cust_52251,20,Hispanic,Male
Cust_4002,33,White,Male
Cust_14178,51,Asian,Male
Cust_52565,38,White,Male
Cust_14943,21,Asian,Male
Cust_16633,21,Hispanic,Female
Cust_404,70,White,Female
Cust_4232,26,Hispanic,Female
Cust_64514,41,White,Male
Cust_45579,41,Black,Female
Cust_73592,38,White,Male
Cust_43352,40,White,Female
Cust_20441,25,White,Male
Cust_58904,50,White,Male
Cust_28767,62,White,Male
Cust_33616,25,Hispanic,Female
Cust_370,59,White,Female
Cust_76531,43,Indigenous,Male
Cust_80920,42,Hispanic,Male
Cust_56195,45,White,Female
Cust_68877,31,Black,Female
Cust_71061,50,White,Male
Cust_25355,35,Asian,Male
Cust_87000,58,White,Male
Cust_64030,30,Black,Male
Cust_69672,29,White,Male
Cust_42922,21,White,Female
Cust_93120,48,White,Male
Cust_56964,34,Hispanic,Female
Cust_1085,24,Black,Male
Cust_6098,48,White,Female
Cust_66219,36,Black,Male
Cust_67624,26,White,Female
Cust_73081,52,Black,Male
Cust_91571,28,White,Male
Cust_55495,28,White,Male
Cust_94747,58,White,Female
Cust_47387,50,White,Female
Cust_32818,18,White,Female
Cust_75782,73,White,Female
Cust_93339,57,Hispanic,Female
Cust_99995,40,Black,Female
Cust_17122,34,Hispanic,Male
Cust_72772,49,White,Male
Cust_31575,62,White,Male
Cust_72749,46,White,Female
Cust_77271,58,White,Male
Cust_9771,18,White,Male
Cust_74073,23,White,Female
Cust_32381,73,Hispanic,Female
Cust_72685,34,White,Female
Cust_4631,27,White,Male
Cust_70869,53,Indigenous,Male
Cust_98548,62,Hispanic,Female
Cust_59760,40,White,Female
Cust_1708,52,White,Male
Cust_238,19,White,Male
Cust_82388,37,White,Female
Cust_54661,48,White,Female
Cust_17352,55,Black,Female
Cust_35971,41,Hispanic,Male
Cust_47994,21,Black,Female
Cust_26180,19,White,Female
Cust_55340,36,White,Male
Cust_28092,31,Hispanic,Male
Cust_27210,38,White,Male
Cust_98242,74,White,Female
Cust_55325,49,Hispanic,Male
Cust_94724,44,Black,Female
Cust_55338,19,White,Male
Cust_49716,74,Hispanic,Female
Cust_3954,39,White,Male
Cust_95131,28,White,Male
Cust_85797,48,White,Male
Cust_64505,41,White,Female
Cust_17902,31,Black,Female
Cust_33560,33,White,Female
Cust_26645,68,Black,Male
Cust_64069,27,Hispanic,Male
Cust_88947,71,Hispanic,Female
Cust_66152,42,White,Male
Cust_74720,76,Hispanic,Male
Cust_10326,57,Black,Female
Cust_31287,41,White,Female
Cust_46362,33,Hispanic,Male
Cust_41389,50,Asian,Female
Cust_54120,26,White,Female
Cust_61607,58,Hispanic,Male
Cust_96341,41,White,Male
Cust_69702,28,Asian,Female
Cust_92295,39,Black,Male
Cust_54741,19,White,Female
Cust_86781,34,White,Female
Cust_43254,54,White,Male
Cust_47292,41,White,Female
Cust_21894,23,White,Male
Cust_92634,39,White,Female
Cust_8270,25,Black,Male
Cust_81583,44,White,Female
Cust_64892,43,White,Female
Cust_80128,21,Asian,Female
Cust_90320,32,White,Female
Cust_48006,45,White,Male
Cust_85541,59,Hispanic,Male
Cust_55511,43,Asian,Female
Cust_39179,24,White,Female
Cust_74037,39,White,Female
Cust_44332,20,White,Male
Cust_21040,50,Asian,Female
Cust_45763,61,White,Male
Cust_61033,60,White,Male
Cust_56935,63,White,Male
Cust_28263,23,Hispanic,Male
Cust_39969,49,Black,Male
Cust_89484,54,White,Male
Cust_58289,59,Hispanic,Male
Cust_24091,25,Black,Male
Cust_88210,39,White,Female
Cust_56904,37,White,Male
Cust_88270,56,Black,Male
Cust_12025,41,White,Female
Cust_20941,27,White,Female
Cust_82024,29,White,Male
Cust_17818,34,White,Female
Cust_98496,22,White,Male
Cust_71490,25,White,Female
Cust_89874,20,White,Female
Cust_12023,38,White,Female
Cust_89437,80,White,Male
Cust_30336,18,Black,Male
Cust_58765,19,White,Female
Cust_21252,56,White,Male
Cust_91559,32,Black,Female
Cust_16292,19,White,Male
Cust_89765,40,Hispanic,Female
Cust_57578,50,White,Male
Cust_48326,80,White,Female
Cust_41217,31,Asian,Male
Cust_42810,19,Hispanic,Male
Cust_12393,46,Hispanic,Female
Cust_30552,37,White,Female
Cust_54996,61,White,Female
Cust_87320,29,White,Female
Cust_64093,29,White,Male
Cust_26714,22,Asian,Female
Cust_12667,20,Hispanic,Female
Cust_88626,47,White,Female
Cust_52584,26,Black,Female
Cust_45838,73,White,Female
Cust_85039,33,White,Male
Cust_57454,55,White,Female
Cust_71718,39,Black,Male
Cust_5866,30,White,Male
Cust_14777,26,White,Female
Cust_31161,18,White,Male
Cust_22765,69,White,Female
Cust_29278,84,White,Male
Cust_80606,22,Hispanic,Male
Cust_73497,19,Asian,Female
Cust_27785,21,White,Male
Cust_2152,19,White,Male
Cust_12964,25,White,Female
Cust_48035,25,Hispanic,Female
Cust_16734,56,White,Female
Cust_77147,60,White,Male
Cust_5254,20,White,Male
Cust_74174,42,White,Female
Cust_61669,52,Black,Male
Cust_94271,59,White,Male
Cust_62718,22,White,Female
Cust_80064,57,White,Male
Cust_5819,42,White,Male
Cust_54489,28,White,Male
Cust_98015,28,Hispanic,Female
Cust_40834,75,Black,Female
Cust_71316,31,White,Male
Cust_56940,53,White,Male
Cust_77787,20,White,Female
Cust_52675,44,Asian,Male
Cust_23219,62,White,Female
Cust_22673,24,White,Female
Cust_77165,32,Asian,Male
Cust_36919,37,Asian,Female
Cust_7435,81,White,Male
Cust_60611,19,White,Female
Cust_47580,78,White,Male
Cust_49049,47,Hispanic,Female
Cust_81327,51,White,Female
Cust_31442,33,Hispanic,Male
Cust_79256,51,White,Male
Cust_9028,57,Black,Male
Cust_39594,74,White,Female
Cust_90676,18,White,Female
Cust_337,68,Hispanic,Male
Cust_98720,28,White,Male
Cust_61027,52,Hispanic,Female
Cust_76314,61,Black,Female
Cust_13748,39,White,Female
Cust_953,33,White,Female
Cust_23688,62,Black,Male
Cust_41022,27,White,Male
Cust_34411,38,White,Male
Cust_44208,49,White,Female
Cust_98934,31,Asian,Female
Cust_80363,75,White,Female
Cust_60293,35,Asian,Female
Cust_74467,48,White,Female
Cust_44597,38,Black,Female
Cust_87804,41,Hispanic,Female
Cust_69691,64,Hispanic,Male
Cust_72082,36,Hispanic,Female
Cust_68014,29,White,Female
Cust_41684,44,Black,Female
Cust_79849,45,Hispanic,Male
Cust_78015,30,White,Female
Cust_36525,63,Asian,Female
Cust_9787,48,White,Female
Cust_73404,59,Black,Female
Cust_85864,64,Asian,Female
Cust_3063,59,White,Male
Cust_15635,27,White,Male
Cust_47836,43,White,Male
Cust_60911,19,Hispanic,Male
Cust_14911,32,White,Female
Cust_50454,23,Asian,Male
Cust_43539,68,White,Male
Cust_65702,28,White,Male
Cust_27626,29,Black,Female
Cust_20771,48,White,Female
Cust_35778,45,Hispanic,Male
Cust_68130,33,White,Male
Cust_96189,63,Hispanic,Male
Cust_77479,60,Hispanic,Female
Cust_66222,51,Asian,Female
Cust_38847,33,Indigenous,Male
Cust_43444,25,Hispanic,Female
Cust_18050,61,White,Female
Cust_95850,29,White,Female
Cust_34077,54,Asian,Male
Cust_79537,26,White,Male
Cust_19026,37,White,Male
Cust_8948,19,White,Female
Cust_19881,24,Hispanic,Female
Cust_79762,26,White,Male
Cust_85262,44,White,Female
Cust_98066,36,Black,Male
Cust_7789,26,Hispanic,Female
Cust_5737,45,Black,Male
Cust_4568,42,White,Male
Cust_58367,35,Asian,Female
Cust_2627,39,Hispanic,Female
Cust_89193,25,Asian,Male
Cust_28652,36,Hispanic,Male
Cust_89980,40,Black,Male
Cust_35024,64,White,Female
Cust_94715,30,White,Female
Cust_99128,20,White,Male
Cust_87844,49,White,Male
Cust_12783,63,Hispanic,Male
Cust_3936,74,White,Male
Cust_37520,45,White,Female
Cust_5451,24,White,Female
Cust_72207,72,Asian,Male
Cust_16536,37,Asian,Male
Cust_53158,48,Black,Female
Cust_50176,34,White,Male
Cust_53629,22,Black,Male
Cust_68465,36,White,Male
Cust_52800,33,White,Female
Cust_29167,39,White,Male
Cust_83596,79,White,Female
Cust_31602,21,White,Female
Cust_26275,45,Black,Female
Cust_50974,36,Hispanic,Female
Cust_53708,23,Black,Male
Cust_84160,20,White,Male
Cust_74617,63,White,Female
Cust_26586,62,White,Female
Cust_95480,30,Black,Male
Cust_97586,78,Black,Male
Cust_55648,40,Hispanic,Female
Cust_2274,23,White,Female
Cust_3448,22,White,Male
Cust_68146,36,Asian,Female
Cust_60295,18,White,Female
Cust_15350,28,White,Female
Cust_24514,36,White,Male
