InterestRate,Installment,LogAnnualInc,DebtIncRatio,CreditLineAge,RevBalance,RevUtilization,FICOScore,Purpose,Delinquencies2Yrs,Inquiries6Mnths,Age,Race,Gender,CreditPolicy,PublicRecord,Default,BIN_CreditLineAge,BIN_DebtIncRatio,BIN_FICOScore,BIN_Inquiries6Mnths,BIN_LogAnnualInc,BIN_RevBalance,BIN_RevUtilization
0.2045116635,450.77730373,10.375314209,0,3912.2376529,10748.920105,84.384488674,739.71322444,home_improvement,4,3,51,Asian,Male,0,0,1,3,1,5,5,1,3,5
0.1015107217,208.5482229,11.705094845,19.619643255,4846.0321656,10373.513954,85.629737849,622.63135154,major_purchase,1,15,12,White,Male,1,2,1,4,5,1,5,5,3,5
0.0655551779,789.93369228,11.229794723,11.969294594,8573.8146144,0,50.359206263,726.79601686,all_other,2,7,16,Asian,Male,1,2,1,5,3,4,5,4,1,3
0.2236043014,1128.9827719,11.662106455,5.2637364659,4210.7632919,15726.255908,74.157161612,649.10289199,all_other,2,7,89,White,Male,1,0,1,3,1,1,5,5,4,5
0.1725456828,899.03063202,9.9027187259,23.263489038,4758.5219228,15659.369345,11.239455018,692.41121317,home_improvement,4,5,91,Hispanic,Male,0,0,1,4,5,2,5,1,4,1
0.0986600148,94.140649911,10.256240014,27.241123742,2700.7005729,47919.574127,100,647.87766411,credit_card,3,9,29,White,Female,1,0,1,2,5,1,5,1,5,5
0.1189591957,794.88128756,10.61371825,15.958320091,3712.642423,16675.568535,53.599378231,639.2247199,educational,0,1,6,White,Female,0,2,1,3,4,1,4,2,4,3
0.0623205343,174.09145634,9.9585048157,17.670196561,1221.1199888,28287.288137,70.596269754,690.17878539,debt_consolidation,3,0,74,Asian,Female,1,1,1,1,4,2,2,1,5,4
0.1084476019,242.91315529,9.54479339,16.587727518,9181.6151429,0,8.6856787535,729.76097975,all_other,3,4,76,Asian,Female,1,1,1,5,4,4,5,1,1,1
0.1489920567,577.96737557,9.2764227798,21.753402069,2352.1348859,3338.0524098,17.75123014,672.19480113,all_other,4,3,63,Asian,Female,0,0,1,1,5,1,5,1,2,1
0.1318727267,50,11.357120344,25.326766096,4567.3535761,25755.774945,68.301400516,657.72721255,credit_card,1,1,54,White,Male,0,0,1,3,5,1,4,5,5,4
0.1132221666,248.20624384,11.363358701,26.503012133,1993.6705766,39261.860083,95.359488161,663.50247466,home_improvement,4,1,86,Black,Female,1,1,1,1,5,1,4,5,5,5
0.1327874236,458.75395168,11.218903203,22.163858411,4913.2561569,5179.9131171,63.051400368,649.48663376,debt_consolidation,0,4,6,Asian,Male,1,1,1,4,5,1,5,4,2,4
0.0884178745,247.87328397,9.8043620301,21.588113858,6092.1567207,4625.7097577,100,741.03754875,small_business,1,10,23,Hispanic,Male,0,2,1,4,5,5,5,1,2,5
0.0689482862,44.51843591,11.435166362,25.229720399,4296.05838,0,0,756.90095716,all_other,0,5,92,Black,Male,1,0,1,3,5,5,5,5,1,1
0.0973556377,126.46451748,11.931865121,0.8096869656,5524.9215874,10152.210222,100,631.60019402,debt_consolidation,3,12,96,Black,Female,0,2,1,4,1,1,5,5,3,5
0.0590163659,153.00803258,9.5935493763,14.014436707,4775.6198475,7996.9918712,72.10981887,768.29042701,all_other,1,12,11,White,Female,1,0,1,4,3,5,5,1,3,5
0.0926809855,479.12308691,10.086771984,18.848164146,4284.2786524,35685.181276,88.045783514,733.32827216,educational,4,13,81,Hispanic,Female,1,2,1,3,5,4,5,1,5,5
0.0845829473,200.82827839,10.632587273,18.855004474,1487.2161087,26058.998814,100,641.86308273,educational,1,5,15,White,Female,0,1,1,1,5,1,5,2,5,5
0.2145048015,50,10.368155518,16.16412283,5892.1938026,20022.331083,100,671.7595749,all_other,2,5,99,White,Female,1,2,1,4,4,1,5,1,4,5
0.1689549678,22.692473368,12.659750988,15.112131725,10434.862359,32491.10038,0,679.1094359,debt_consolidation,1,10,81,Black,Female,1,0,1,5,4,1,5,5,5,1
0.2109888694,163.80669008,11.635012609,12.823307207,1404.69459,34868.067949,0,642.97703311,debt_consolidation,1,15,63,White,Female,0,0,1,1,3,1,5,5,5,1
0.0753530836,281.66849554,11.471887911,20.222578608,4075.0560878,64157.945192,17.56179415,689.53782287,educational,4,15,74,White,Female,0,0,1,3,5,2,5,5,5,1
0.0966220874,591.17888803,10.260230244,25.350614139,1061.5050348,9314.3889143,89.614983359,640.03531387,all_other,0,12,90,Black,Female,0,0,1,1,5,1,5,1,3,5
0.147454911,142.60854152,10.711209797,14.729267171,18851.732376,9565.3451782,44.60622374,776.02850113,educational,3,1,20,Indigenous,Female,1,1,1,5,4,5,4,2,3,3
